ID;Level;Word;Pinyin;Normalized;Meaning;Sentence;Sentence_Pinyin;Sentence_Normalized;Sentence_Meaning;Category
L3-0392;Beginner;旧;jiù;jiu;old;这是一张旧照片。;zhè shì yī zhāng jiù zhào piān 。;zhe shi yi zhang jiu zhao pian 。;this is an old photo.;Daily
L3-0393;Beginner;救;jiù;jiu;save;这个救在日常生活中很有用。;zhè ge jiù zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge jiu zai ri chang sheng huo zhong hen you yong 。;this save is very useful in daily life.;Daily
L3-0394;Beginner;就是;jiùshì;jiushi;that is;这件就是真好看。;zhè jiàn jiù shì zhēn hǎo kàn 。;zhe jian jiu shi zhen hao kan 。;this that is looks really nice.;Appearance
L3-0395;Beginner;就业;jiùyè;jiuye;employment;请把就业递给我。;qǐng bǎ jiù yè dì gěi wǒ 。;qing ba jiu ye di gei wo 。;please pass me the employment.;Daily
L3-0396;Beginner;举办;jǔbàn;juban;hold;举办让人印象深刻。;jǔ bàn ràng rén yìn xiàng shēn kè 。;ju ban rang ren yin xiang shen ke 。;hold is very impressive.;Daily
L3-0397;Beginner;具体;jùtǐ;juti;specific;我觉得具体非常重要。;wǒ jué de jù tǐ fēi cháng zhòng yào 。;wo jue de ju ti fei chang zhong yao 。;i think specific is very important.;Daily
L3-0398;Beginner;具有;jùyǒu;juyou;have;具有的时候要注意安全。;jù yǒu de shí hòu yào zhù yì ān quán 。;ju you de shi hou yao zhu yi an quan 。;be careful when have.;Daily
L3-0399;Beginner;剧场;jùchǎng;juchang;theater;剧场对身体有很多好处。;jù chǎng duì shēn tǐ yǒu hěn duō hǎo chù 。;ju chang dui shen ti you hen duo hao chu 。;theater has many health benefits.;Food
L3-0400;Beginner;据说;jùshuō;jushuo;it is said;据说改变了我的生活方式。;jù shuō gǎi biàn le wǒ de shēng huó fāng shì 。;ju shuo gai bian le wo de sheng huo fang shi 。;it is said changed my way of life.;Daily
L3-0401;Beginner;决定;juédìng;jueding;decide;这个决定在日常生活中很有用。;zhè ge jué dìng zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge jue ding zai ri chang sheng huo zhong hen you yong 。;this decide is very useful in daily life.;Daily
L3-0402;Beginner;决赛;juésài;juesai;finals;决赛是我们经常用到的东西。;jué sài shì wǒ men jīng cháng yòng dào de dōng xī 。;jue sai shi wo men jing chang yong dao de dong xi 。;finals is something we often use.;Daily
L3-0403;Beginner;决心;juéxīn;juexin;determination;请把决心递给我。;qǐng bǎ jué xīn dì gěi wǒ 。;qing ba jue xin di gei wo 。;please pass me the determination.;Daily
L3-0404;Beginner;绝对;juéduì;juedui;absolutely;绝对让人印象深刻。;jué duì ràng rén yìn xiàng shēn kè 。;jue dui rang ren yin xiang shen ke 。;absolutely is very impressive.;Daily
L3-0405;Beginner;咖啡;kāfēi;kafei;coffee;咖啡是我最喜欢的食物。;kā fēi shì wǒ zuì xǐ huān de shí wù 。;ka fei shi wo zui xi huan de shi wu 。;coffee is my favorite food.;Food
L3-0406;Beginner;开发;kāifā;kaifa;development;开发的时候要注意安全。;kāi fā de shí hòu yào zhù yì ān quán 。;kai fa de shi hou yao zhu yi an quan 。;be careful when development.;Daily
L3-0407;Beginner;开放;kāifàng;kaifang;open;你知道开放的意思吗？;nǐ zhī dào kāi fàng de yì si ma ？;ni zhi dao kai fang de yi si ma ？;do you know the meaning of open?;Daily
L3-0408;Beginner;开始;kāishǐ;kaishi;start;开始改变了我的生活方式。;kāi shǐ gǎi biàn le wǒ de shēng huó fāng shì 。;kai shi gai bian le wo de sheng huo fang shi 。;start changed my way of life.;Daily
L3-0409;Beginner;开业;kāiyè;kaiye;open for business;我今天在开业工作到很晚。;wǒ jīn tiān zài kāi yè gōng zuò dào hěn wǎn 。;wo jin tian zai kai ye gong zuo dao hen wan 。;i worked until very late at open for business today.;Office
L3-0410;Beginner;开展;kāizhǎn;kaizhan;launch;开展是我们经常用到的东西。;kāi zhǎn shì wǒ men jīng cháng yòng dào de dōng xī 。;kai zhan shi wo men jing chang yong dao de dong xi 。;launch is something we often use.;Daily
L3-0411;Beginner;看起来;kàn qǐlái;kan qilai;it looks;请把看起来递给我。;qǐng bǎ kàn qǐ lái dì gěi wǒ 。;qing ba kan qi lai di gei wo 。;please pass me the it looks.;Daily
L3-0412;Beginner;看上去;kàn shàngqù;kan shangqu;it looks like;别看上去了，一切都会好起来的。;bié kàn shàng qù le ， yī qiè dū huì hǎo qǐ lái de 。;bie kan shang qu le ， yi qie du hui hao qi lai de 。;don't be it looks like, everything will be fine.;Emotion
L3-0413;Beginner;考验;kǎoyàn;kaoyan;test;考验的成绩进步很快。;kǎo yàn de chéng jì jìn bù hěn kuài 。;kao yan de cheng ji jin bu hen kuai 。;test's grades are improving quickly.;School
L3-0414;Beginner;科技;kējì;keji;science and technology;科技的时候要注意安全。;kē jì de shí hòu yào zhù yì ān quán 。;ke ji de shi hou yao zhu yi an quan 。;be careful when science and technology.;Daily
L3-0415;Beginner;可靠;kěkào;kekao;reliable;你知道可靠的意思吗？;nǐ zhī dào kě kào de yì si ma ？;ni zhi dao ke kao de yi si ma ？;do you know the meaning of reliable?;Daily
L3-0416;Beginner;可乐;kělè;kele;coca-cola;可乐改变了我的生活方式。;kě lè gǎi biàn le wǒ de shēng huó fāng shì 。;ke le gai bian le wo de sheng huo fang shi 。;coca-cola changed my way of life.;Daily
L3-0417;Beginner;克服;kèfú;kefu;overcome;这个克服在日常生活中很有用。;zhè ge kè fú zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge ke fu zai ri chang sheng huo zhong hen you yong 。;this overcome is very useful in daily life.;Daily
L3-0418;Beginner;客观;kèguān;keguan;objective;客观是我们经常用到的东西。;kè guān shì wǒ men jīng cháng yòng dào de dōng xī 。;ke guan shi wo men jing chang yong dao de dong xi 。;objective is something we often use.;Daily
L3-0419;Beginner;课程;kèchéng;kecheng;course;老师告诉我们课程很重要。;lǎo shī gào sù wǒ men kè chéng hěn zhòng yào 。;lao shi gao su wo men ke cheng hen zhong yao 。;the teacher told us course is very important.;School
L3-0420;Beginner;空;kōng;kong;empty/air;空让人印象深刻。;kōng ràng rén yìn xiàng shēn kè 。;kong rang ren yin xiang shen ke 。;nan is very impressive.;Daily
L3-0421;Beginner;空调;kōngtiáo;kongtiao;air conditioning;我觉得空调非常重要。;wǒ jué de kōng tiáo fēi cháng zhòng yào 。;wo jue de kong tiao fei chang zhong yao 。;i think air conditioning is very important.;Daily
L3-0422;Beginner;恐怕;kǒngpà;kongpa;i am afraid;恐怕让我整晚睡不着。;kǒng pà ràng wǒ zhěng wǎn shuì bù zhe 。;kong pa rang wo zheng wan shui bu zhe 。;i am afraid keeps me awake all night.;Emotion
L3-0423;Beginner;空儿;kòngr;kongr;kong'er;你知道空儿的意思吗？;nǐ zhī dào kòng ér de yì si ma ？;ni zhi dao kong er de yi si ma ？;do you know the meaning of kong'er?;Daily
L3-0424;Beginner;裤子;kùzi;kuzi;pants;这个裤子非常适合你。;zhè ge kù zi fēi cháng shì hé nǐ 。;zhe ge ku zi fei chang shi he ni 。;this pants suits you very well.;Appearance
L3-0425;Beginner;快速;kuàisù;kuaisu;fast;这个快速在日常生活中很有用。;zhè ge kuài sù zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge kuai su zai ri chang sheng huo zhong hen you yong 。;this fast is very useful in daily life.;Daily
L3-0426;Beginner;困;kùn;kun;sleepy;他每天早上都困。;tā měi tiān zǎo shàng dōu kùn 。;ta mei tian zao shang dou kun 。;he sleepy every morning.;Activity
L3-0427;Beginner;困难;kùnnan;kunnan;difficulty;请把困难递给我。;qǐng bǎ kùn nán dì gěi wǒ 。;qing ba kun nan di gei wo 。;please pass me the difficulty.;Daily
L3-0428;Beginner;浪费;làngfèi;langfei;waste;浪费让人印象深刻。;làng fèi ràng rén yìn xiàng shēn kè 。;lang fei rang ren yin xiang shen ke 。;waste is very impressive.;Daily
L3-0429;Beginner;老百姓;lǎobǎixìng;laobaixing;ordinary people;老百姓帮了我一个大忙。;lǎo bǎi xìng bāng le wǒ yí gè dà máng 。;lao bai xing bang le wo yi ge da mang 。;ordinary people helped me a great deal.;People
L3-0430;Beginner;老板;lǎobǎn;laoban;boss;老板明天要交报告。;lǎo bǎn míng tiān yào jiāo bào gào 。;lao ban ming tian yao jiao bao gao 。;boss has to submit a report tomorrow.;Office
L3-0431;Beginner;老太太;lǎotàitai;laotaitai;old lady;你知道老太太的意思吗？;nǐ zhī dào lǎo tài tài de yì si ma ？;ni zhi dao lao tai tai de yi si ma ？;do you know the meaning of old lady?;Daily
L3-0432;Beginner;老头儿;lǎotóur;laotour;old man;我们是多年的好老头儿。;wǒ men shì duō nián de hǎo lǎo tou er 。;wo men shi duo nian de hao lao tou er 。;we have been good old man for many years.;People
L3-0433;Beginner;乐;lè;le;music;这个乐在日常生活中很有用。;zhè ge lè zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge le zai ri chang sheng huo zhong hen you yong 。;this music is very useful in daily life.;Daily
L3-0434;Beginner;乐观;lèguān;leguan;optimistic;乐观是我们经常用到的东西。;lè guān shì wǒ men jīng cháng yòng dào de dōng xī 。;le guan shi wo men jing chang yong dao de dong xi 。;optimistic is something we often use.;Daily
L3-0435;Beginner;类;lèi;lei;class;老师告诉我们类很重要。;lǎo shī gào sù wǒ men lèi hěn zhòng yào 。;lao shi gao su wo men lei hen zhong yao 。;the teacher told us class is very important.;School
L3-0436;Beginner;类似;lèisì;leisi;similar;类似让人印象深刻。;lèi sì ràng rén yìn xiàng shēn kè 。;lei si rang ren yin xiang shen ke 。;similar is very impressive.;Daily
L3-0437;Beginner;离婚;líhūn;lihun;divorce;我觉得离婚非常重要。;wǒ jué de lí hūn fēi cháng zhòng yào 。;wo jue de li hun fei chang zhong yao 。;i think divorce is very important.;Daily
L3-0438;Beginner;里面;lǐmiàn;limian;inside;里面的时候要注意安全。;lǐ miàn de shí hòu yào zhù yì ān quán 。;li mian de shi hou yao zhu yi an quan 。;be careful when inside.;Daily
L3-0439;Beginner;理发;lǐfà;lifa;haircut;你知道理发的意思吗？;nǐ zhī dào lǐ fà de yì si ma ？;ni zhi dao li fa de yi si ma ？;do you know the meaning of haircut?;Daily
L3-0440;Beginner;理解;lǐjiě;lijie;understand;理解改变了我的生活方式。;lǐ jiě gǎi biàn le wǒ de shēng huó fāng shì 。;li jie gai bian le wo de sheng huo fang shi 。;understand changed my way of life.;Daily
L3-0441;Beginner;理论;lǐlùn;lilun;theory;这个理论在日常生活中很有用。;zhè ge lǐ lùn zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge li lun zai ri chang sheng huo zhong hen you yong 。;this theory is very useful in daily life.;Daily
L3-0442;Beginner;理由;lǐyóu;liyou;reason;我给理由买了一件礼物。;wǒ gěi lǐ yóu mǎi le yī jiàn lǐ wù 。;wo gei li you mai le yi jian li wu 。;i bought a gift for my reason.;Family
L3-0443;Beginner;力;lì;li;force;请把力递给我。;qǐng bǎ lì dì gěi wǒ 。;qing ba li di gei wo 。;please pass me the force.;Daily
L3-0444;Beginner;力量;lìliàng;liliang;strength;力量让人印象深刻。;lì liàng ràng rén yìn xiàng shēn kè 。;li liang rang ren yin xiang shen ke 。;strength is very impressive.;Daily
L3-0445;Beginner;立刻;lìkè;like;immediately;我觉得立刻非常重要。;wǒ jué de lì kè fēi cháng zhòng yào 。;wo jue de li ke fei chang zhong yao 。;i think immediately is very important.;Daily
L3-0446;Beginner;利用;lìyòng;liyong;use;利用的时候要注意安全。;lì yòng de shí hòu yào zhù yì ān quán 。;li yong de shi hou yao zhu yi an quan 。;be careful when use.;Daily
L3-0447;Beginner;连;lián;lian;lian;你知道连的意思吗？;nǐ zhī dào lián de yì si ma ？;ni zhi dao lian de yi si ma ？;do you know the meaning of lian?;Daily
L3-0448;Beginner;连忙;liánmáng;lianmang;immediately;连忙改变了我的生活方式。;lián máng gǎi biàn le wǒ de shēng huó fāng shì 。;lian mang gai bian le wo de sheng huo fang shi 。;immediately changed my way of life.;Daily
L3-0449;Beginner;连续;liánxù;lianxu;continuous;这个连续在日常生活中很有用。;zhè ge lián xù zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge lian xu zai ri chang sheng huo zhong hen you yong 。;this continuous is very useful in daily life.;Daily
L3-0450;Beginner;连续剧;liánxùjù;lianxuju;tv series;连续剧是我们经常用到的东西。;lián xù jù shì wǒ men jīng cháng yòng dào de dōng xī 。;lian xu ju shi wo men jing chang yong dao de dong xi 。;tv series is something we often use.;Daily
L3-0451;Beginner;联合;liánhé;lianhe;united;请把联合递给我。;qǐng bǎ lián hé dì gěi wǒ 。;qing ba lian he di gei wo 。;please pass me the united.;Daily
L3-0452;Beginner;联合国;liánhéguó;lianheguo;united nations;联合国让人印象深刻。;lián hé guó ràng rén yìn xiàng shēn kè 。;lian he guo rang ren yin xiang shen ke 。;united nations is very impressive.;Daily
L3-0453;Beginner;联系;liánxì;lianxi;contact;我觉得联系非常重要。;wǒ jué de lián xì fēi cháng zhòng yào 。;wo jue de lian xi fei chang zhong yao 。;i think contact is very important.;Daily
L3-0454;Beginner;凉水;liángshuǐ;liangshui;liangshui;凉水的时候要注意安全。;liáng shuǐ de shí hòu yào zhù yì ān quán 。;liang shui de shi hou yao zhu yi an quan 。;be careful when liangshui.;Daily
L3-0455;Beginner;了;liǎo;liao;already;我吃了饭。;wǒ chī le fàn 。;wo chi le fan 。;i have eaten.;Activity
L3-0456;Beginner;领;lǐng;ling;leader;领改变了我的生活方式。;lǐng gǎi biàn le wǒ de shēng huó fāng shì 。;ling gai bian le wo de sheng huo fang shi 。;leader changed my way of life.;Daily
L3-0457;Beginner;领导;lǐngdǎo;lingdao;leader;这个领导在日常生活中很有用。;zhè ge lǐng dǎo zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge ling dao zai ri chang sheng huo zhong hen you yong 。;this leader is very useful in daily life.;Daily
L3-0458;Beginner;领先;lǐngxiān;lingxian;leading;领先是我们经常用到的东西。;lǐng xiān shì wǒ men jīng cháng yòng dào de dōng xī 。;ling xian shi wo men jing chang yong dao de dong xi 。;leading is something we often use.;Daily
L3-0459;Beginner;另外;lìngwài;lingwai;in addition;请把另外递给我。;qǐng bǎ lìng wài dì gěi wǒ 。;qing ba ling wai di gei wo 。;please pass me the in addition.;Daily
L3-0460;Beginner;另一方面;lìng yīfāngmiàn;ling yifangmian;on the other hand;另一方面让人印象深刻。;lìng yì fāng miàn ràng rén yìn xiàng shēn kè 。;ling yi fang mian rang ren yin xiang shen ke 。;on the other hand is very impressive.;Daily
L3-0461;Beginner;留学;liúxué;liuxue;study abroad;留学的成绩进步很快。;liú xué de chéng jì jìn bù hěn kuài 。;liu xue de cheng ji jin bu hen kuai 。;study abroad's grades are improving quickly.;School
L3-0462;Beginner;龙;lóng;long;dragon;龙的时候要注意安全。;lóng de shí hòu yào zhù yì ān quán 。;long de shi hou yao zhu yi an quan 。;be careful when dragon.;Daily
L3-0463;Beginner;录;lù;lu;record;你知道录的意思吗？;nǐ zhī dào lù de yì si ma ？;ni zhi dao lu de yi si ma ？;do you know the meaning of record?;Daily
L3-0464;Beginner;录音;lùyīn;luyin;recording;录音改变了我的生活方式。;lù yīn gǎi biàn le wǒ de shēng huó fāng shì 。;lu yin gai bian le wo de sheng huo fang shi 。;recording changed my way of life.;Daily
L3-0465;Beginner;路线;lùxiàn;luxian;route;这个路线在日常生活中很有用。;zhè ge lù xiàn zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge lu xian zai ri chang sheng huo zhong hen you yong 。;this route is very useful in daily life.;Daily
L3-0466;Beginner;旅馆;lǚguǎn;lvguan;hotel;旅馆的时候记得带把伞。;lǚ guǎn de shí hòu jì de dài bǎ sǎn 。;lv guan de shi hou ji de dai ba san 。;remember to bring an umbrella when it's hotel.;Weather
L3-0467;Beginner;旅行社;lǚxíngshè;lvxingshe;travel agency;请查一下旅行社的时刻表。;qǐng chá yī xià lǚ xíng shè de shí kè biǎo 。;qing cha yi xia lv xing she de shi ke biao 。;please check the travel agency schedule.;Transport
